time_s,alt_m,ax_ms2,ay_ms2,az_ms2
47.554,164.68,-2.701,0.469,18.315
47.574,164.64,-0.797,0.859,12.847
47.727,164.66,-0.136,-0.859,8.538
47.747,164.65,-0.457,-0.493,7.064
47.771,164.66,-0.048,-0.132,7.597
47.791,164.63,-0.598,-0.306,8.935
47.815,164.59,-0.447,-0.95,10.227
47.84,164.59,0.792,-2.958,10.301
47.86,164.6,1.948,-2.857,9.655
47.884,164.55,2.032,-2.453,14.517
47.904,164.55,-0.529,-1.728,19.269
47.928,164.55,-3.111,-2.656,17.427
48.076,164.52,-0.605,-1.129,9.095
48.096,164.45,0.225,-0.641,6.487
48.12,164.36,0.581,-0.077,4.747
48.14,164.32,0.708,0.395,5.023
48.164,164.32,-1.029,0.522,9.976
48.184,164.36,-1.366,0.641,11.11
48.204,164.36,-0.445,0.826,11.316
48.228,164.38,0.115,1.299,13.302
48.253,164.38,-1.752,1.089,17.669
48.273,164.31,-3.989,1.297,19.478
48.426,164.24,1.278,0.069,6.068
48.446,164.34,1.4,0.091,6.298
48.47,164.36,1.271,-0.491,7.135
48.49,164.37,1.096,-0.938,7.858
48.514,164.37,0.146,-1.591,8.009
48.534,164.4,0.213,-1.687,7.389
48.554,164.45,0.692,-1.831,7.279
48.578,164.51,0.225,-2.328,8.157
48.603,164.51,-1.347,-2.819,11.531
48.623,164.54,-1.278,-2.627,12.414
48.776,164.51,-2.101,-0.749,8.935
48.796,164.48,-1.235,0.469,9.452
48.82,164.45,-1.44,0.361,9.5
48.84,164.49,-2.381,0.019,9.509
48.864,164.49,-2.639,0.072,9.466
48.884,164.5,-1.931,0.452,8.602
48.904,164.5,-1.237,0.526,7.959
48.928,164.48,-1.541,0.574,7.858
48.953,164.48,-1.486,0.735,7.48
48.973,164.53,-0.926,0.833,6.439
49.126,164.57,-1.819,0.122,11.598
49.146,164.5,-2.058,0.081,12.069
49.17,164.52,-2.498,-0.239,12.491
49.19,164.53,-2.795,-0.617,12.306
49.214,164.49,-2.608,-0.246,10.895
49.239,164.49,-1.953,0.16,9.909
49.259,164.54,-1.677,0.421,9.756
49.283,164.57,-2.436,-0.093,10.28
49.303,164.56,-3.103,-0.684,10.739
49.327,164.52,-3.218,-0.916,10.548
49.481,164.52,-0.299,-0.17,9.753
49.501,164.57,-0.553,-0.349,9.622
49.525,164.53,-0.596,-0.653,9.507
49.545,164.52,-0.936,-0.78,9.916
49.569,164.52,-1.117,-0.668,10.416
49.589,164.45,-1.01,-0.651,10.502
49.609,164.47,-1.062,-0.555,10.378
49.633,164.51,-0.873,-0.223,9.5
49.658,164.51,-0.486,-0.048,8.949
49.678,164.42,-0.129,0.057,9.054
49.831,164.5,-1.321,-1.529,11.165
49.851,164.39,-1.493,-1.586,10.112
49.875,164.37,-0.766,-1.33,8.475
49.895,164.4,-0.301,-1.161,7.901
49.919,164.4,-0.108,-1.345,8.205
49.939,164.44,-0.249,-1.445,8.844
49.959,164.44,-0.299,-1.189,9.856
49.983,164.48,-0.091,-0.816,10.49
50.008,164.48,0.115,-0.715,11.227
50.028,164.52,-0.151,-1.024,11.426
50.181,164.57,-0.211,-0.818,10.339
50.201,164.52,-0.328,-0.735,10.275
50.225,164.52,-0.292,-1.015,9.679
50.245,164.49,-0.412,-1.031,9.626
50.269,164.49,-0.395,-0.945,9.832
50.289,164.45,-0.275,-0.708,9.768
50.309,164.42,-0.115,-0.572,9.672
50.333,164.38,-0.01,-0.593,9.849
50.358,164.38,-0.089,-0.625,9.882
50.378,164.37,-0.084,-0.558,9.875
50.531,164.47,-0.706,0.163,10.478
50.551,164.44,-0.632,0.567,10.481
50.575,164.52,-0.574,0.763,10.256
50.595,164.53,-0.488,0.948,9.947
50.619,164.53,-0.361,1.161,9.356
50.639,164.52,-0.313,1.429,9.15
50.663,164.52,-0.223,1.716,8.595
50.683,164.54,-0.419,1.725,8.696
50.707,164.54,-0.632,1.618,8.796
50.727,164.59,-0.869,1.543,9.016
50.874,164.63,0.495,1.036,9.851
50.894,164.63,0.574,0.622,9.5
50.918,164.6,-0.11,-0.196,9.66
50.938,164.61,-0.225,-0.517,9.734
50.962,164.61,-0.117,-0.531,9.772
50.982,164.52,-0.048,-0.629,9.636
51.002,164.45,0.053,-0.77,9.638
51.026,164.48,0.177,-0.737,9.488
51.051,164.48,0.333,-0.55,9.492
51.071,164.4,0.471,-0.51,9.641
51.224,164.4,-0.601,-0.141,11.026
51.244,164.4,-1.239,-0.335,11.83
51.268,164.33,-2.23,-1.053,11.715
51.288,164.35,-2.4,-0.94,10.749
51.312,164.35,-1.847,-0.591,9.377
51.332,164.27,-1.381,-0.354,8.755
51.352,164.33,-1.182,-0.045,9.014
51.376,164.33,-1.055,0.333,9.38
51.401,164.33,-1.309,-0.239,9.578
51.421,164.24,-1.732,-0.94,9.464
51.574,164.24,-0.634,-2.163,8.844
51.594,164.2,-0.467,-2.039,9.078
51.618,164.16,-0.203,-1.907,8.997
51.638,164.25,0.033,-1.811,9.047
51.662,164.25,0.005,-1.811,9.595
51.682,164.25,-0.069,-1.831,10.347
51.706,164.21,0.117,-1.598,10.603
51.726,164.22,0.553,-1.244,10.502
51.75,164.22,0.723,-0.995,10.265
51.77,164.18,0.701,-1.113,10.363
51.917,164.22,-0.187,-1.129,12.919
51.937,164.21,-0.412,-1.029,13.132
51.961,164.18,-0.593,-0.768,12.555
51.981,164.18,-0.581,-0.799,10.772
52.005,164.18,-1.218,-1.4,9.49
52.025,164.19,-2.9,-2.601,10.196
52.045,164.25,-5.164,-3.324,12.828
52.069,164.25,-6.336,0.086,14.45
52.094,164.25,-5.001,2.579,12.361
52.114,164.3,-4.087,3.522,10.94
52.267,164.37,-0.28,0.656,8.753
52.287,164.36,-0.797,-0.151,10.016
52.311,164.3,-0.725,-0.23,10.038
52.331,164.26,-0.316,-0.16,9.416
52.355,164.26,-0.615,-0.919,9.406
52.375,164.25,-1.314,-1.426,9.875
52.395,164.31,-1.543,-1.182,10.662
52.419,164.28,-1.192,-1.003,11.576
52.444,164.28,-1.902,-0.68,12.706
52.464,164.26,-2.154,-0.443,12.816
52.874,164.32,-1.926,-0.084,8.444
52.894,164.34,-1.773,0.136,7.853
52.914,164.36,-1.697,0.234,7.731
52.938,164.41,-1.833,0.285,7.657
52.963,164.41,-1.74,0.684,7.82
52.983,164.36,-1.491,0.895,7.997
53.007,164.35,-2.022,0.581,9.291
53.027,164.46,-2.24,0.703,9.282
53.051,164.46,-1.854,0.663,8.1
53.071,164.48,-1.579,0.146,7.564
53.218,164.54,-1.572,-0.756,11.103
53.238,164.57,-1.235,-0.668,10.959
53.262,164.6,-0.828,-0.732,11.129
53.282,164.58,-0.706,-0.636,11.179
53.306,164.58,-0.435,-0.773,9.631
53.326,164.69,-0.304,-1.103,8.162
53.346,164.75,-0.203,-1.517,6.944
53.37,164.76,-0.586,-1.826,6.788
53.395,164.76,-0.883,-1.239,7.853
53.415,164.71,-0.928,-1.07,9.272
53.568,164.75,-2.383,-1.44,14.467
53.588,164.8,-1.563,-0.617,14.132
53.612,164.86,-0.948,-1.07,10.311
53.632,164.88,-0.873,-1.496,10.461
53.656,164.88,-1.464,-1.472,11.751
53.676,164.93,-1.974,-1.548,12.026
53.696,165.0,-2.053,-1.239,10.964
53.72,165.02,-1.125,-0.359,9.38
53.745,165.02,-0.715,0.239,8.346
53.765,165.04,-1.0,0.445,8.035
53.918,165.07,-1.161,1.364,8.136
53.938,165.12,-1.402,0.869,7.815
53.962,165.11,-0.806,-0.258,8.731
53.982,165.09,-1.804,-0.074,12.043
54.006,165.09,-2.29,0.634,15.386
54.026,165.12,-1.795,0.828,15.757
54.046,165.12,-1.117,0.952,13.771
54.07,165.15,-0.072,0.053,10.426
54.095,165.15,-0.22,-0.723,9.562
54.115,165.18,-0.476,-1.295,9.38
54.268,165.21,-1.917,-1.043,9.488
54.288,165.21,-1.079,-0.352,8.459
54.312,165.14,-0.29,-0.646,6.389
54.332,165.15,0.067,-1.239,5.783
54.356,165.15,-0.151,-2.986,9.88
54.376,165.21,0.014,-1.811,12.55
54.396,165.27,0.471,-0.696,13.89
54.42,165.26,0.182,-0.67,14.06
54.445,165.26,-0.964,-1.697,13.091
54.465,165.25,-1.534,-1.539,13.184
54.618,165.29,-1.452,0.625,6.566
54.638,165.23,-1.364,0.648,6.018
54.662,165.24,-1.359,0.61,7.368
54.682,165.32,-1.847,0.421,8.164
54.706,165.32,-1.862,0.376,7.959
54.726,165.41,-1.237,0.747,7.351
54.75,165.47,-0.371,1.371,8.126
54.77,165.49,0.129,1.268,8.952
54.794,165.49,-1.244,0.979,12.574
54.814,165.43,-1.512,0.739,13.187
54.961,165.41,0.735,-0.091,10.361
54.981,165.46,0.409,-0.246,11.198
55.005,165.48,-0.44,-0.388,11.947
55.025,165.5,-0.715,-0.486,12.866
55.049,165.5,-0.816,0.809,10.83
55.069,165.56,-0.127,0.857,7.059
55.089,165.61,0.175,0.663,4.432
55.113,165.65,0.519,0.29,3.903
55.138,165.65,0.067,-1.912,6.042
55.158,165.68,-0.067,-3.008,6.638
55.311,165.76,-1.783,-3.173,12.148
55.331,165.76,-1.718,-2.639,11.416
55.355,165.81,-0.687,-1.395,9.342
55.375,165.84,-0.294,-0.912,7.86
55.399,165.84,-0.249,-0.445,6.604
55.419,165.79,-0.098,-0.555,5.523
55.439,165.86,0.045,-0.859,5.142
55.463,165.86,-0.036,-1.213,5.841
55.488,165.86,-0.34,-0.864,6.415
55.508,165.89,0.132,-0.467,6.779
55.661,165.89,0.309,0.053,13.878
55.681,165.89,-1.366,-1.235,14.836
55.705,165.85,-3.546,-1.842,13.426
55.725,165.79,-2.611,-0.773,10.722
55.749,165.77,-1.364,-0.172,9.377
55.774,165.77,-1.261,-0.201,9.712
55.794,165.85,-1.235,-0.16,9.444
55.818,165.87,-0.553,-0.091,8.25
55.838,165.88,0.031,0.141,7.121
55.862,165.88,0.335,0.112,6.202
56.01,165.92,0.89,-1.12,8.514
56.03,165.9,0.502,-1.608,9.37
56.054,165.81,0.05,-1.694,10.538
56.074,165.82,-0.141,-1.565,11.409
56.098,165.82,0.548,-0.842,11.347
56.118,165.81,0.84,-0.617,11.34
56.138,165.74,0.981,-1.206,12.395
56.162,165.72,0.558,-1.285,13.314
56.187,165.72,0.33,-1.146,12.873
56.207,165.75,0.424,-1.299,12.452
56.36,165.66,-2.122,-1.582,9.495
56.38,165.68,-1.591,-1.149,9.112
56.404,165.74,-1.213,-0.842,8.655
56.424,165.78,-1.127,-0.883,8.018
56.448,165.82,-1.046,-1.196,6.994
56.473,165.82,-0.914,-1.328,6.231
56.493,165.8,-0.739,-1.417,6.016
56.517,165.82,-0.421,-1.192,6.516
56.537,165.84,-0.096,-1.086,6.446
56.561,165.84,0.313,-0.837,6.391
56.709,165.84,-0.036,-0.445,12.036
56.729,165.82,-0.526,-0.01,13.44
56.753,165.84,-0.653,0.455,14.371
56.773,165.81,-0.849,0.9,13.687
56.797,165.89,-0.416,1.263,13.316
56.822,165.89,-1.137,0.952,13.333
56.842,165.82,-2.802,0.392,13.455
56.866,165.92,-3.709,0.136,12.141
56.886,165.93,-3.917,0.455,10.938
56.91,165.87,-2.63,1.206,11.136
57.064,165.87,0.179,0.426,5.362
57.084,165.84,0.438,0.213,5.113
57.108,165.88,1.058,-0.112,5.805
57.128,165.86,1.067,-0.278,6.559
57.152,165.86,0.773,-0.687,7.269
57.172,165.88,0.849,-1.278,8.018
57.192,165.91,0.558,-1.244,9.243
57.216,165.89,0.395,-0.747,10.457
57.241,165.89,0.153,-1.251,11.713
57.261,165.85,-0.778,-1.527,12.536
57.414,165.75,-3.13,-0.938,17.669
57.434,165.84,-3.661,-1.299,16.343
57.458,165.87,-2.891,-1.895,11.933
57.478,165.86,-1.773,-1.747,9.442
57.502,165.86,-0.845,-0.971,8.217
57.522,165.88,-0.112,-0.28,8.011
57.546,165.9,0.203,-0.165,7.832
57.566,165.92,-0.05,-0.584,7.042
57.59,165.92,-0.232,-0.859,6.152
57.61,165.98,-0.323,-1.132,5.652
57.757,165.98,0.603,0.22,11.146
57.777,165.93,0.122,0.636,12.581
57.801,165.85,0.091,1.28,12.481
57.821,165.8,0.136,1.29,12.823
57.845,165.87,-0.572,0.629,13.529
57.87,165.87,-1.082,0.349,12.639
57.89,165.85,-1.204,0.656,12.211
57.914,165.87,-0.479,1.232,12.428
57.934,165.92,-1.089,1.11,12.847
57.958,165.92,-2.39,1.027,12.108
58.106,165.92,0.323,0.301,5.946
58.126,165.97,0.4,0.335,5.41
58.15,165.95,0.431,-0.096,4.822
58.17,165.92,0.383,-0.581,5.291
58.194,165.92,0.397,-0.684,5.616
58.214,165.94,0.826,-0.5,6.087
58.234,165.92,1.426,-0.29,7.205
58.258,165.94,1.067,-0.007,10.567
58.283,165.94,1.161,-0.256,12.22
58.303,165.94,0.766,-0.565,13.61
58.456,165.92,-2.142,-1.84,15.752
58.476,165.94,-3.223,-2.122,13.871
58.5,165.86,-2.761,-2.28,11.024
58.52,165.8,-1.649,-2.024,8.937
58.544,165.8,-0.814,-0.919,9.354
58.564,165.85,-0.206,-0.543,9.691
58.584,165.82,0.0,-0.22,9.519
58.608,165.83,-0.266,-0.404,7.956
58.633,165.83,-0.215,-0.555,6.626
58.653,165.81,-0.007,-0.797,6.24
58.806,165.94,0.648,-0.23,10.497
58.826,165.85,0.34,-0.187,10.55
58.85,165.83,0.66,0.354,10.241
58.87,165.81,0.991,0.632,10.861
58.894,165.81,0.345,0.864,13.273
58.914,165.81,0.074,1.213,13.957
58.934,165.79,0.488,1.706,12.392
58.958,165.83,0.869,2.01,10.617
58.983,165.83,1.012,2.161,11.476
59.003,165.89,-0.412,1.517,12.921
59.414,165.96,-0.244,-0.979,13.402
59.434,165.85,-0.672,-1.127,13.254
59.458,165.78,-0.067,-1.613,12.976
59.478,165.69,0.699,-1.534,11.28
59.502,165.69,1.218,-0.77,9.188
59.522,165.69,1.084,-0.519,10.571
59.546,165.72,-1.792,-1.352,16.743
59.566,165.72,-3.398,-1.718,16.609
59.59,165.72,-3.345,-1.601,13.046
59.61,165.76,-1.685,-1.589,9.44
59.757,165.88,0.057,-0.658,6.195
59.777,165.94,0.299,-0.668,6.209
59.801,165.91,0.404,-0.682,6.224
59.821,165.94,0.392,-0.435,6.645
59.845,165.94,0.548,-0.16,8.104
59.865,165.97,0.531,-0.16,9.143
59.885,165.95,0.538,-0.165,9.758
59.909,165.94,0.242,-0.227,9.851
59.934,165.94,0.17,-0.141,9.892
59.954,165.9,-0.151,0.775,10.662
60.107,165.82,-2.436,0.115,13.976
60.127,165.8,-3.752,-0.376,13.266
60.151,165.74,-2.828,-0.44,10.734
60.171,165.78,-1.436,-0.208,9.586
60.195,165.81,-0.888,-0.002,9.354
60.22,165.81,-0.337,0.105,8.581
60.24,165.86,-0.055,0.268,6.949
60.264,165.88,0.211,0.203,5.726
60.284,165.87,0.464,-0.144,5.429
60.308,165.87,0.254,-1.125,5.369
60.456,165.85,-0.237,-1.768,13.058
60.476,165.9,-0.335,-1.73,13.015
60.5,165.82,-1.015,-1.417,13.208
60.52,165.79,-1.457,-1.864,14.177
60.544,165.79,-0.931,-1.718,13.673
60.564,165.77,-0.031,-1.228,11.773
60.584,165.75,-0.215,-0.656,10.763
60.608,165.73,-1.79,-1.519,13.697
60.633,165.73,-3.032,-2.051,14.491
60.653,165.74,-3.24,-1.637,12.866
60.806,165.77,-0.385,-1.311,6.91
60.826,165.8,-0.036,-1.098,6.135
60.85,165.84,0.371,-0.835,5.673
60.87,165.82,0.828,-0.883,5.905
60.894,165.82,0.955,-1.151,6.616
60.914,165.83,0.809,-0.66,7.681
60.934,165.84,1.369,-0.043,8.786
60.958,165.9,1.352,-0.51,9.72
60.983,165.9,0.089,-0.823,11.706
61.003,165.95,0.225,-0.33,11.213
61.156,165.92,-1.05,0.297,11.876
61.176,165.92,-2.5,-0.608,11.636
61.2,165.92,-2.18,0.249,8.839
61.22,165.88,-0.572,0.287,8.21
61.244,165.88,-0.318,0.424,9.418
61.264,165.87,-0.902,0.534,9.703
61.284,165.84,-0.706,0.23,9.452
61.308,165.82,-0.703,-0.553,8.923
61.333,165.82,-0.792,-0.778,7.961
61.353,165.85,-0.548,-1.034,6.712
61.506,165.86,0.261,-1.082,13.323
61.526,165.86,0.163,-1.055,13.452
61.55,165.83,-0.799,-1.17,14.467
61.57,165.79,-1.594,-2.06,15.166
61.594,165.79,-1.424,-1.641,14.601
61.614,165.75,0.041,-1.094,11.689
61.634,165.77,0.893,-0.292,9.973
61.658,165.83,-0.167,-0.847,13.256
61.683,165.83,-2.18,-1.687,14.055
61.703,165.82,-2.79,-2.084,12.534
61.856,165.88,-0.424,-0.814,5.994
61.876,165.94,-0.299,-1.285,5.925
61.9,165.92,-0.273,-1.606,6.106
61.92,165.94,-0.244,-1.07,6.348
61.944,165.94,0.51,-0.22,6.365
61.964,165.9,0.687,-0.129,7.631
61.984,165.92,0.031,-0.864,8.765
62.008,165.87,-1.065,-1.309,10.672
62.033,165.87,-1.364,-0.773,12.268
62.053,165.89,-0.701,-0.345,11.959
62.206,165.89,-3.436,-0.591,13.673
62.226,165.87,-3.295,-0.768,11.696
62.25,165.83,-1.268,-0.194,9.629
62.27,165.84,-0.653,0.033,9.968
62.294,165.84,-0.668,-0.249,10.184
62.314,165.9,-0.603,-0.699,9.837
62.334,165.89,-0.44,-0.718,8.497
62.358,165.88,0.115,-0.424,6.367
62.383,165.88,0.421,-0.68,5.551
62.403,165.9,0.507,-0.979,5.209
62.556,165.88,-1.151,-1.34,13.467
62.576,165.83,-1.144,-0.785,13.175
62.6,165.86,-1.127,-0.727,12.696
62.62,165.86,-1.275,-1.74,13.536
62.644,165.86,-1.117,-2.103,13.548
62.664,165.92,-0.696,-1.515,11.189
62.684,165.9,-0.199,-0.821,9.873
62.708,165.88,-1.172,-0.692,13.472
62.733,165.88,-2.441,-1.474,13.634
62.753,165.87,-3.161,-1.938,11.739
62.906,165.85,-1.254,-0.979,6.611
62.926,165.88,-0.804,-0.809,6.102
62.95,165.9,-0.402,-0.488,5.688
62.97,165.86,-0.062,-0.246,5.704
62.994,165.86,0.1,-0.148,6.571
63.014,165.9,-0.151,-0.117,8.078
63.034,165.91,-0.447,-0.005,9.351
63.058,165.96,-0.538,-0.132,10.088
63.083,165.96,-0.94,-0.601,10.878
63.103,165.91,-1.625,0.251,11.71
63.256,165.91,-4.589,-0.512,12.936
63.276,165.88,-3.446,0.402,11.919
63.3,165.86,-1.548,1.376,11.009
63.32,165.85,-0.957,1.627,10.375
63.344,165.85,-0.548,1.819,9.643
63.364,165.84,-0.301,1.656,8.715
63.384,165.87,-0.258,1.084,7.65
63.408,165.84,-0.708,-0.01,6.678
63.433,165.84,-0.651,-0.495,6.401
63.453,165.85,-0.428,-0.483,6.178
63.606,165.91,-0.074,-1.029,10.564
63.626,165.91,-0.177,-0.919,10.88
63.65,165.87,-0.591,-1.261,12.223
63.67,165.88,-1.067,-1.606,13.424
63.694,165.88,-1.309,-1.687,14.024
63.714,165.86,-0.806,-1.149,13.043
63.734,165.88,0.089,-0.055,11.825
63.758,165.87,-1.144,-0.325,13.519
63.783,165.87,-3.35,-1.697,15.115
63.803,165.88,-4.271,-2.869,14.06
63.956,165.89,-0.723,-0.95,8.136
63.976,165.86,-0.672,-1.031,7.494
64.0,165.87,-0.538,-0.971,7.073
64.02,165.9,-0.328,-0.828,6.788
64.044,165.9,-0.299,-0.672,6.456
64.064,165.97,-0.237,-0.663,6.822
64.084,165.98,-0.112,-0.605,7.71
64.108,165.96,-0.093,-0.335,8.569
64.133,165.96,0.33,0.055,9.672
64.153,166.0,0.158,0.306,10.521
64.306,165.95,-0.337,1.295,11.572
64.326,165.91,-2.4,-0.012,13.378
64.35,165.79,-4.063,-0.108,10.112
64.37,165.77,-2.402,0.244,7.81
64.394,165.77,-1.094,0.512,8.956
64.414,165.76,-1.321,0.852,11.277
64.434,165.79,-1.493,0.27,11.088
64.458,165.81,-0.814,0.402,8.317
64.483,165.81,0.141,0.598,6.353
64.503,165.85,0.569,0.849,5.365
64.656,165.87,0.261,-0.077,11.404
64.676,165.8,0.045,-0.115,11.416
64.7,165.77,-0.251,-0.201,11.919
64.72,165.72,-0.885,-0.433,13.098
64.744,165.72,-1.228,-0.809,14.139
64.764,165.66,-0.928,-0.986,13.137
64.784,165.64,-0.361,-1.038,10.995
64.808,165.63,-1.314,-1.476,11.024
64.833,165.63,-3.01,-1.452,13.847
64.853,165.56,-3.974,-1.512,15.668
65.006,165.6,-1.11,-0.502,6.647
65.026,165.68,-1.18,-0.759,5.98
65.05,165.76,-1.204,-1.12,5.669
65.07,165.81,-0.914,-0.914,5.886
65.094,165.81,0.091,-0.134,5.793
65.114,165.83,0.237,0.158,6.14
65.134,165.9,0.112,-0.275,6.961
65.158,165.88,-0.258,-0.227,7.619
65.183,165.88,-0.4,-0.045,9.452
65.203,165.87,-0.364,0.081,11.438
65.356,165.84,-0.885,1.007,12.689
65.376,165.85,-1.912,-0.06,12.928
65.4,165.85,-3.584,-1.117,10.705
65.42,165.81,-2.701,-1.077,8.691
65.444,165.81,-1.455,-0.304,8.384
65.464,165.71,-0.849,0.208,8.844
65.484,165.77,-0.5,0.117,8.959
65.508,165.79,-0.072,0.065,7.882
65.533,165.79,0.022,0.184,6.616
65.553,165.83,0.103,0.139,5.618
65.964,165.88,-3.242,-1.362,13.354
65.984,165.82,-2.91,-0.608,11.072
66.008,165.8,-1.828,-0.495,8.258
66.028,165.82,-1.268,-0.632,6.19
66.052,165.82,-0.9,-0.723,5.499
66.072,165.84,-0.641,-0.672,5.154
66.092,165.86,-0.309,-0.723,4.977
66.116,165.93,0.129,-0.548,5.286
66.141,165.93,0.268,-0.464,5.652
66.161,165.95,0.179,-0.658,6.855
66.314,165.92,-3.513,-1.105,15.328
66.334,165.9,-2.955,-0.182,14.209
66.358,165.78,-0.861,1.663,11.995
66.378,165.79,0.998,2.457,10.928
66.402,165.79,0.077,1.787,9.574
66.422,165.77,-1.847,1.359,8.384
66.442,165.75,-2.405,0.06,8.562
66.466,165.79,-2.551,-0.371,10.083
66.491,165.79,-2.998,-0.902,10.586
66.511,165.83,-2.709,-0.914,9.411
66.664,165.85,-0.29,-1.086,8.897
66.684,165.77,0.156,-1.295,9.768
66.708,165.76,-0.744,-1.955,11.967
66.728,165.73,-1.467,-1.895,12.625
66.752,165.73,-1.352,-2.163,12.692
66.772,165.69,-1.601,-2.072,12.737
66.792,165.72,-2.311,-2.012,12.629
66.816,165.78,-2.694,-1.677,13.094
66.841,165.78,-0.811,-0.629,11.964
66.861,165.77,-0.309,-0.873,10.653
67.014,165.84,-1.531,-0.77,9.823
67.034,165.81,-1.687,-1.338,9.148
67.058,165.82,-1.821,-1.381,9.133
67.078,165.79,-1.613,-0.849,8.674
67.102,165.79,-0.983,-0.565,7.631
67.122,165.76,-0.732,-0.378,7.085
67.142,165.76,-0.756,0.177,7.126
67.166,165.79,0.089,0.792,7.736
67.191,165.79,0.634,0.79,8.337
67.211,165.84,0.529,0.806,8.655
67.364,165.84,-1.007,1.799,10.335
67.384,165.84,-1.943,0.94,12.22
67.408,165.83,-4.089,0.184,13.627
67.428,165.88,-5.207,-0.567,13.716
67.452,165.88,-3.85,0.397,11.921
67.472,165.81,-1.783,1.029,9.61
67.492,165.8,-0.909,1.235,8.444
67.516,165.85,-0.658,1.338,7.198
67.541,165.85,-0.048,1.048,5.539
67.561,165.89,-0.05,0.66,5.444
67.714,165.91,0.043,-0.553,12.017
67.734,166.0,-0.584,-0.675,12.988
67.758,165.93,-1.06,-0.668,13.101
67.778,165.88,-1.4,-0.907,13.22
67.802,165.88,-1.84,-1.259,13.567
67.822,165.9,-1.139,-1.677,11.981
67.842,165.89,-0.093,-1.517,9.559
67.866,165.88,0.703,-0.974,7.786
67.891,165.88,-1.113,-1.117,10.411
67.911,165.88,-3.211,-1.831,12.002
68.064,165.88,-1.101,-0.601,7.245
68.084,165.97,-0.926,-0.921,5.975
68.108,165.97,-0.491,-0.869,5.781
68.128,165.95,-0.311,-0.388,5.795
68.152,165.95,-0.275,0.005,6.207
68.172,165.98,-0.026,-0.01,7.078
68.192,166.0,-0.431,-0.062,8.157
68.216,165.96,-1.058,0.089,10.66
68.241,165.96,-1.038,0.713,11.565
68.261,165.93,-1.007,1.158,11.088
68.408,165.99,-2.946,0.12,11.191
68.428,165.96,-4.341,-0.56,10.648
68.448,165.93,-4.372,-0.77,9.961
68.472,165.93,-3.147,-0.249,10.497
68.497,165.93,-2.797,-0.474,10.239
68.517,165.94,-2.761,-0.967,9.535
68.541,165.92,-1.603,-1.067,7.339
68.561,165.94,-0.62,-0.579,5.968
68.585,165.94,0.112,-0.493,5.348
68.605,166.0,0.445,-0.861,5.499
68.752,166.05,-1.859,-1.122,14.252
68.772,166.03,-1.936,-0.902,12.823
68.792,166.01,-1.531,-1.488,12.895
68.816,165.99,-1.256,-1.493,11.761
68.841,165.99,-1.168,-1.685,10.966
68.861,166.01,-1.955,-2.149,12.124
68.885,165.98,-2.386,-2.424,13.017
68.905,166.0,-2.843,-2.235,12.464
68.929,166.0,-2.895,-1.512,10.851
68.949,165.98,-2.115,-0.713,10.454
69.096,165.98,-0.689,-1.005,6.264
69.116,166.01,-0.45,-0.699,6.133
69.136,166.04,-0.201,-0.486,5.984
69.16,165.98,-0.074,-0.486,6.307
69.185,165.98,0.077,-0.122,8.241
69.205,166.01,0.0,-0.33,10.146
69.229,166.05,-0.328,-0.562,12.261
69.249,165.99,-0.68,-0.251,12.94
69.273,165.99,-0.761,-0.017,12.424
69.293,165.98,-1.027,-0.211,12.672
69.44,166.04,-3.044,0.278,8.203
69.46,166.0,-1.807,0.83,7.657
69.48,166.02,-0.529,1.304,8.346
69.504,166.12,-0.244,1.175,9.114
69.529,166.12,-0.849,0.871,8.662
69.549,166.12,-0.821,0.821,7.542
69.573,166.1,-0.357,0.4,6.36
69.593,166.12,-0.318,-0.005,6.286
69.617,166.12,-0.402,-0.412,5.98
69.637,166.19,-0.443,-0.397,5.827
69.784,166.26,0.067,0.962,13.874
69.804,166.21,-0.845,-0.167,13.577
69.824,166.12,-1.919,-1.505,13.773
69.848,166.08,-1.527,-1.113,11.722
69.873,166.08,0.031,-0.835,9.308
69.893,166.09,0.268,-0.852,9.904
69.917,166.16,-2.355,-1.804,13.429
69.937,166.12,-3.661,-2.424,13.792
69.961,166.12,-3.85,-2.426,12.237
69.981,166.15,-2.969,-1.713,10.447
70.128,166.24,-0.378,-0.529,6.341
70.148,166.15,-0.292,-0.242,6.841
70.168,166.19,-0.115,-0.005,7.387
70.192,166.26,0.165,0.519,8.049
70.217,166.26,0.187,0.936,9.002
70.237,166.22,-0.089,0.761,10.344
70.261,166.27,-0.541,0.613,11.538
70.281,166.19,-1.165,0.646,11.612
70.305,166.18,-1.378,1.409,11.562
70.33,166.18,-0.687,1.792,11.998
70.478,166.17,-4.216,0.012,11.261
70.498,166.11,-3.017,0.646,11.553
70.522,166.03,-1.957,0.909,10.875
70.542,166.04,-1.598,0.581,9.284
70.566,166.04,-1.35,0.256,7.456
70.586,166.08,-0.95,0.079,5.98
70.606,166.12,-0.613,-0.211,5.188
70.63,166.16,-0.29,-0.67,4.903
70.655,166.16,-0.036,-0.684,4.74
70.675,166.16,0.208,-0.627,4.776
70.828,166.16,-1.991,-1.263,13.756
70.848,166.12,-1.665,-1.122,13.63
70.872,166.11,-1.318,-1.228,12.359
70.892,166.08,-1.44,-1.732,11.596
70.916,166.08,-2.498,-2.149,13.986
70.936,166.16,-3.283,-2.276,14.503
70.956,166.16,-3.73,-2.386,14.182
70.98,166.18,-3.36,-2.012,11.569
