time_s,alt_m,ax_ms2,ay_ms2,az_ms2
118.124,165.54,-0.818,-1.756,12.842
118.272,165.52,0.33,1.735,10.753
118.292,165.58,-0.814,1.005,10.174
118.316,165.55,-2.371,0.053,11.294
118.336,165.54,-2.998,-0.072,12.833
118.36,165.54,-2.477,0.89,12.227
118.38,165.59,-2.321,1.266,10.782
118.4,165.59,-2.388,0.802,9.275
118.424,165.63,-2.67,0.431,8.279
118.449,165.63,-2.953,-0.163,9.605
118.469,165.75,-2.644,0.34,10.837
118.617,165.81,-0.546,0.242,10.433
118.637,165.8,-0.153,0.51,10.971
118.661,165.78,-0.232,-0.316,10.193
118.681,165.76,-0.534,-0.971,9.959
118.705,165.76,-0.483,-0.885,9.825
118.725,165.77,-0.05,-0.596,9.607
118.745,165.76,0.12,-0.514,9.772
118.769,165.82,-0.275,-0.9,10.055
118.794,165.82,-0.62,-1.333,10.378
118.814,165.87,-0.849,-1.34,9.787
118.961,165.89,-0.945,-1.783,8.566
118.981,165.91,-0.653,-1.601,9.243
119.001,165.92,-0.639,-1.354,9.968
119.025,165.94,-0.756,-1.438,9.71
119.05,165.94,0.053,-0.952,9.887
119.07,165.92,0.782,-0.737,10.533
119.09,165.94,0.187,-1.053,11.744
119.114,165.96,-1.591,-1.689,12.809
119.139,165.96,-1.718,-0.893,11.713
119.159,165.99,-0.964,-0.033,10.026
119.307,166.1,-0.68,0.151,8.509
119.327,166.17,-0.268,0.505,8.294
119.351,166.08,-0.526,0.4,9.098
119.371,166.11,-0.696,0.447,8.662
119.395,166.11,-0.864,0.464,8.772
119.415,166.1,-1.108,0.531,9.042
119.435,166.15,-0.802,0.368,10.033
119.459,166.17,-0.634,0.409,11.677
119.484,166.17,-0.335,0.474,11.23
119.504,166.14,-0.024,0.412,10.722
119.652,166.19,1.512,0.201,9.779
119.672,166.15,1.342,-0.053,10.019
119.696,166.16,0.96,-0.457,10.591
119.716,166.22,0.179,-0.727,10.423
119.741,166.22,-0.316,-0.986,8.485
119.761,166.3,0.026,-0.51,7.379
119.785,166.36,0.44,-0.428,8.614
119.805,166.42,0.211,-0.644,8.684
119.829,166.42,-0.165,-1.756,6.963
119.849,166.45,-0.074,-2.591,6.102
119.996,166.51,0.711,0.026,10.548
120.016,166.47,0.534,-0.062,10.667
120.036,166.43,-0.165,-0.689,10.753
120.06,166.33,-0.66,-0.814,10.727
120.085,166.33,-0.345,-0.086,9.957
120.105,166.38,-0.352,0.053,9.674
120.125,166.39,-0.421,0.414,9.988
120.149,166.46,-0.122,0.804,10.356
120.174,166.46,0.007,1.527,10.818
120.194,166.5,0.01,1.433,10.495
120.342,166.53,-1.067,-0.012,10.588
120.362,166.51,-1.653,-0.196,10.854
120.386,166.53,-1.584,0.096,10.215
120.406,166.54,-0.72,1.084,9.602
120.431,166.54,0.849,1.933,8.643
120.451,166.46,1.287,1.579,9.088
120.475,166.5,1.0,1.089,10.586
120.495,166.54,0.491,0.524,11.553
120.519,166.54,-0.091,-0.297,12.323
120.539,166.55,-0.081,-0.333,12.424
120.687,166.63,0.713,-0.572,8.612
120.707,166.66,0.23,-1.144,8.093
120.731,166.63,-0.213,-1.431,8.2
120.751,166.61,-0.223,-0.584,8.837
120.776,166.61,0.031,0.258,9.033
120.796,166.74,0.359,-0.256,7.478
120.82,166.77,0.577,-1.692,6.334
120.84,166.85,0.495,-2.094,8.236
120.864,166.85,-0.146,-2.259,10.452
120.884,166.93,-0.433,-1.692,11.703
121.032,166.89,-0.234,-0.246,11.399
121.052,166.77,-0.342,-0.474,11.23
121.076,166.79,-0.696,-0.304,10.507
121.096,166.78,-0.361,0.086,9.739
121.12,166.78,0.041,0.751,9.447
121.14,166.79,0.483,1.239,9.026
121.16,166.83,0.883,1.043,8.569
121.184,166.93,0.014,0.457,9.138
121.209,166.93,-0.158,0.172,9.119
121.229,167.01,-0.074,0.218,9.248
121.377,167.08,-0.548,1.117,8.061
121.397,167.04,0.172,1.163,7.884
121.422,167.01,0.282,1.117,9.224
121.442,167.0,0.526,0.974,9.141
121.466,167.05,0.703,0.701,9.483
121.491,167.05,1.44,0.689,10.241
121.511,167.06,1.333,-0.06,10.916
121.531,167.08,0.706,-0.974,11.139
121.555,167.06,0.629,-1.213,10.863
121.58,167.06,1.184,-0.677,10.359
121.728,167.13,-1.359,-2.041,12.727
121.748,167.11,-1.816,-1.835,11.493
121.768,167.17,-0.648,-1.503,9.188
121.792,167.18,0.206,-1.328,8.727
121.817,167.18,-0.328,-1.756,10.15
121.837,167.23,-0.723,-2.142,10.174
121.857,167.26,-0.835,-2.378,10.193
121.881,167.24,-0.354,-1.921,9.569
121.906,167.24,0.768,-1.311,9.255
121.926,167.3,0.558,-1.438,9.99
122.074,167.32,-1.067,0.388,10.583
122.094,167.36,-0.775,0.945,10.636
122.118,167.37,-0.675,0.928,11.261
122.138,167.42,-1.381,0.311,11.603
122.162,167.42,-2.441,0.488,10.339
122.182,167.38,-2.469,0.656,8.576
122.202,167.4,-1.795,0.598,7.604
122.226,167.41,-0.912,1.388,8.191
122.251,167.41,-0.354,1.979,8.562
122.271,167.46,0.053,2.096,8.217
122.419,167.54,1.228,0.069,10.265
122.439,167.49,0.818,-0.476,10.646
122.463,167.46,-0.165,-1.639,11.198
122.483,167.49,0.256,-1.515,11.454
122.507,167.49,1.151,-0.988,10.789
122.527,167.51,1.895,-0.651,9.966
122.547,167.58,1.828,-0.895,9.61
122.571,167.64,0.495,-1.627,9.935
122.596,167.64,-0.165,-1.405,9.729
122.616,167.66,-0.115,-1.139,8.262
122.764,167.67,0.285,-4.099,7.686
122.784,167.71,-0.28,-3.953,8.786
122.808,167.68,-0.237,-3.147,11.234
122.828,167.68,-0.108,-2.816,11.462
122.852,167.68,-0.249,-3.003,11.392
122.872,167.66,-0.625,-2.96,11.967
122.892,167.63,-0.794,-2.364,13.139
122.916,167.65,-0.708,-1.582,13.845
122.941,167.65,-0.479,-1.347,13.139
122.961,167.7,-0.44,-1.158,11.907
123.108,167.81,-0.924,0.656,8.559
123.128,167.79,-0.723,0.701,9.172
123.148,167.83,-0.648,0.916,9.081
123.172,167.83,-0.641,1.086,8.15
123.197,167.83,-0.022,0.665,7.731
123.217,167.97,0.038,0.211,8.559
123.237,167.99,-0.285,0.014,9.712
123.261,168.01,0.215,-0.112,9.588
123.286,168.01,1.254,0.246,9.267
123.306,168.03,0.847,-0.167,10.892
123.454,168.03,1.038,-1.529,8.198
123.474,168.02,0.641,-1.201,8.071
123.498,168.02,0.548,-0.735,7.702
123.518,168.07,0.371,-1.007,8.203
123.542,168.07,-1.086,-2.654,10.851
123.562,168.02,-1.618,-2.252,11.155
123.582,168.05,-0.749,-1.027,9.114
123.606,168.14,0.56,-1.213,7.169
123.631,168.14,0.476,-3.159,7.492
123.651,168.16,-0.826,-3.678,9.803
123.799,168.16,-0.627,-0.849,11.289
123.819,168.16,0.146,-0.51,10.629
123.843,168.17,-0.254,-0.627,10.77
123.863,168.21,-0.715,-1.046,10.873
123.887,168.21,-0.866,-0.744,10.509
123.907,168.25,-0.282,0.036,9.516
123.927,168.21,0.254,0.644,9.021
123.951,168.14,0.38,0.742,9.528
123.976,168.14,-0.577,-0.089,10.256
123.996,168.15,-0.718,-0.012,9.689
124.402,168.17,0.816,-1.103,8.621
124.422,168.21,-0.163,-1.811,8.952
124.446,168.2,-0.459,-1.802,9.243
124.466,168.28,-0.392,-1.747,9.531
124.49,168.28,-0.065,-1.285,9.121
124.51,168.29,-0.1,-1.306,8.784
124.53,168.31,0.036,-1.847,7.908
124.554,168.37,0.689,-2.331,6.918
124.579,168.37,0.424,-2.871,9.49
124.599,168.41,0.012,-2.632,10.287
124.747,168.44,0.919,-0.943,10.538
124.767,168.44,0.866,-0.694,10.433
124.791,168.44,1.541,-0.768,10.325
124.811,168.42,0.187,-1.182,10.806
124.835,168.42,-0.773,-1.158,11.012
124.855,168.48,-0.077,-1.242,10.524
124.875,168.52,0.371,-1.127,9.578
124.899,168.63,-0.182,0.177,9.899
124.924,168.63,-0.17,-0.139,9.038
124.944,168.62,-0.797,-0.335,8.59
125.092,168.57,-0.603,0.055,9.064
125.112,168.57,0.175,0.167,8.337
125.137,168.63,0.938,-0.316,8.109
125.157,168.61,1.39,-0.139,9.153
125.181,168.64,0.108,-0.72,10.359
125.206,168.64,-1.108,-1.06,12.368
125.226,168.69,-1.4,-1.235,12.084
125.246,168.69,-1.673,-1.204,12.153
125.27,168.72,-1.038,-0.981,11.052
125.295,168.72,-0.22,-0.938,9.509
125.443,168.74,-2.603,-1.943,9.172
125.463,168.79,-2.41,-1.639,9.416
125.483,168.78,-2.036,-1.909,8.987
125.507,168.85,-2.127,-2.422,8.621
125.532,168.85,-1.165,-1.962,7.583
125.552,168.84,-1.778,-1.754,8.401
125.572,168.85,-2.407,-1.584,9.22
125.596,168.88,-2.168,-1.113,9.279
125.621,168.88,-1.531,-1.237,8.377
125.641,168.85,-1.027,-1.316,7.71
125.789,168.86,-0.938,-1.747,8.664
125.809,168.89,-1.055,-1.708,9.083
125.833,168.91,-0.292,-1.108,8.722
125.853,168.87,0.818,-0.464,8.212
125.878,168.87,1.012,-0.22,8.399
125.898,168.93,0.203,-1.019,8.408
125.922,168.93,-0.428,-1.115,9.44
125.942,168.93,-0.352,-1.005,9.949
125.966,168.93,-0.093,-0.601,10.521
125.986,168.97,0.031,-0.603,10.136
126.134,168.98,-1.333,0.732,12.081
126.154,168.92,-1.996,1.091,12.402
126.178,168.87,-1.938,0.105,9.732
126.198,168.91,-1.536,-0.936,7.736
126.222,168.91,-1.113,-1.256,7.009
126.242,168.9,-1.012,-1.113,7.97
126.262,168.9,-1.752,-0.974,10.04
126.286,168.91,-1.507,-0.175,11.33
126.311,168.91,-0.859,0.184,11.048
126.331,169.0,-0.354,0.098,10.229
126.479,169.03,-1.773,-1.735,10.768
126.499,168.94,-1.452,-1.371,10.89
126.523,168.87,-0.916,-1.285,10.277
126.543,168.84,-0.701,-1.251,9.988
126.568,168.84,-0.565,-1.292,9.712
126.588,168.81,-0.278,-1.168,9.366
126.612,168.8,0.44,-1.05,8.858
126.632,168.88,0.845,-0.663,9.246
126.656,168.88,0.72,-0.957,9.167
126.676,168.85,1.003,-0.814,8.923
126.824,168.89,1.031,-0.969,10.38
126.844,168.92,0.83,-1.017,10.531
126.868,168.88,0.912,-0.495,10.995
126.888,168.87,0.581,-0.328,11.646
126.912,168.87,-0.036,-1.019,11.921
126.932,168.79,0.237,-1.728,10.844
126.952,168.78,1.072,-2.008,9.227
126.976,168.76,1.536,-1.381,8.629
127.001,168.76,-0.191,-0.78,12.012
127.021,168.78,-2.005,-0.969,14.13
127.169,168.78,-0.098,-1.78,8.018
127.189,168.78,0.108,-2.199,7.382
127.213,168.75,0.096,-2.113,7.853
127.233,168.71,-0.199,-1.948,8.722
127.258,168.71,-0.62,-2.008,9.492
127.278,168.72,-0.163,-1.701,9.444
127.302,168.72,0.397,-1.34,9.38
127.322,168.74,0.648,-1.498,8.755
127.346,168.74,0.62,-1.395,9.031
127.366,168.72,0.651,-1.244,9.291
127.514,168.76,0.565,-1.402,11.514
127.534,168.7,0.672,-1.512,11.246
127.558,168.66,0.4,-1.603,11.378
127.578,168.68,-0.105,-1.122,12.979
127.603,168.68,0.103,-0.833,13.153
127.623,168.68,0.625,-0.885,11.16
127.647,168.67,1.055,-0.5,9.741
127.667,168.66,0.364,0.196,11.038
127.691,168.66,-1.101,0.225,12.347
127.711,168.69,-1.333,-0.026,11.464
127.859,168.66,-0.007,-0.062,9.102
127.879,168.65,-0.232,-0.455,8.64
127.904,168.65,-0.045,-0.701,7.712
127.924,168.62,0.34,-0.828,6.999
127.948,168.61,0.62,-0.505,8.148
127.973,168.61,0.44,-0.747,8.461
127.993,168.57,0.321,-1.35,7.947
128.013,168.6,0.237,-2.041,7.509
128.037,168.57,0.507,-2.127,7.669
128.062,168.57,0.596,-1.474,8.923
128.21,168.58,-0.022,-2.914,12.486
128.23,168.53,-0.282,-2.62,12.61
128.25,168.53,-1.089,-2.012,14.173
128.274,168.58,-2.74,-1.256,14.95
128.299,168.58,-2.213,-1.548,12.435
128.319,168.62,-1.594,-2.132,10.239
128.339,168.61,-0.847,-2.347,8.696
128.363,168.63,-0.005,-2.278,7.915
128.388,168.63,-0.311,-2.032,8.755
128.408,168.68,-0.337,-1.689,9.15
128.556,168.69,0.799,-1.072,7.446
128.576,168.68,1.05,-1.027,7.329
128.6,168.67,1.163,-1.244,7.224
128.62,168.73,1.39,-1.304,7.169
128.644,168.73,1.414,-0.543,9.284
128.664,168.75,1.481,-0.699,9.971
128.684,168.8,1.287,-1.134,9.708
128.708,168.76,1.223,-1.438,9.837
128.733,168.76,0.225,-0.921,12.38
128.753,168.73,0.443,-0.522,12.696
128.901,168.77,-1.005,-0.857,11.5
128.921,168.69,-0.983,-0.687,11.182
128.945,168.73,-0.926,-0.632,10.883
128.965,168.7,-0.404,-0.574,9.863
128.989,168.7,0.134,-0.206,9.435
129.009,168.71,0.232,-0.141,9.1
129.029,168.72,0.184,-0.349,8.6
129.053,168.71,0.05,-0.67,8.138
129.078,168.71,0.237,-1.146,7.234
129.098,168.79,0.761,-0.914,7.133
129.246,168.73,1.125,-0.766,10.208
129.266,168.67,1.05,-0.983,10.634
129.29,168.65,1.012,-1.275,10.119
129.31,168.63,0.775,-1.474,10.414
129.334,168.63,0.376,-1.357,12.237
129.354,168.62,0.215,-1.902,12.407
129.374,168.7,0.565,-2.455,10.811
129.398,168.66,0.361,-2.139,10.981
129.423,168.66,-1.235,-0.96,13.802
129.443,168.65,-1.926,-1.108,13.761
129.591,168.66,-0.246,-0.34,9.033
129.611,168.68,-0.172,-0.67,7.509
129.635,168.69,-0.316,-0.926,6.858
129.655,168.74,-0.227,-1.0,6.422
129.68,168.74,0.122,-0.77,6.252
129.7,168.75,0.502,-0.534,6.183
129.724,168.73,0.531,-0.596,6.896
129.744,168.71,0.727,-0.421,7.557
129.768,168.71,0.916,-0.081,8.703
129.788,168.77,0.759,0.402,10.21
129.936,168.82,0.737,0.517,10.964
129.956,168.76,1.216,1.053,10.737
129.98,168.72,-0.254,1.732,13.074
130.0,168.7,-1.57,1.263,13.761
130.024,168.7,-2.175,0.723,12.828
130.044,168.67,-2.06,-0.062,10.526
130.064,168.69,-1.795,-0.34,9.265
130.088,168.65,-1.036,0.462,9.595
130.113,168.65,-0.636,1.005,10.268
130.133,168.67,-0.156,1.11,9.523
130.281,168.76,-0.029,-1.381,9.169
130.301,168.74,0.617,-0.964,8.53
130.325,168.74,1.151,-0.275,9.358
130.345,168.63,0.828,-0.141,10.509
130.369,168.63,0.177,0.031,11.988
130.389,168.64,-0.211,-0.354,12.129
130.409,168.72,-0.084,-0.081,11.632
130.433,168.73,-0.593,-0.081,12.878
130.458,168.73,-1.137,-1.065,12.986
130.478,168.76,-0.562,-1.579,11.165
130.884,168.77,0.804,-0.254,9.971
130.904,168.69,0.479,-0.077,10.94
130.928,168.62,0.177,-0.208,11.155
130.948,168.63,0.041,-0.282,11.498
130.972,168.63,-0.912,0.151,12.749
130.992,168.64,-0.615,0.33,12.809
131.012,168.65,-0.112,0.615,12.136
131.036,168.68,0.5,0.689,11.057
131.061,168.68,-0.132,1.232,11.785
131.081,168.67,-1.28,1.515,13.304
131.229,168.66,-0.66,0.397,8.777
131.249,168.67,-0.311,0.163,7.583
131.273,168.61,-0.211,-0.026,7.523
131.293,168.68,-0.443,-0.218,7.726
131.317,168.68,-0.057,-0.364,7.353
131.337,168.75,0.409,-0.66,6.654
131.357,168.78,0.677,-0.9,6.415
131.381,168.77,0.694,-0.998,6.968
131.406,168.77,0.165,-0.335,10.299
131.426,168.8,-0.328,-0.538,10.727
131.574,168.85,-0.852,-2.201,11.754
131.594,168.81,-1.163,-1.96,11.77
131.618,168.73,-1.673,-1.048,12.921
131.638,168.73,-2.422,-0.684,14.3
131.662,168.73,-2.503,-1.311,12.117
131.682,168.74,-1.622,-1.311,10.225
131.702,168.74,-0.931,-0.639,9.526
131.726,168.75,-0.711,-0.112,9.878
131.751,168.75,-0.854,0.227,9.844
131.771,168.77,-0.866,-0.072,9.105
131.919,168.77,0.692,-0.268,7.772
131.939,168.76,0.684,-0.234,8.332
131.963,168.7,0.61,-0.311,8.827
131.983,168.72,0.395,-0.184,9.712
132.007,168.72,-0.043,-0.062,11.438
132.027,168.72,-0.359,-0.091,11.672
132.047,168.65,-0.744,-0.459,11.885
132.071,168.7,-1.129,-0.196,11.553
132.096,168.7,-1.615,-0.395,12.646
132.116,168.74,-1.534,-0.589,12.572
132.264,168.81,-0.55,-0.572,6.884
132.284,168.74,-0.345,0.225,8.215
132.309,168.76,-0.993,0.502,10.301
132.329,168.81,-1.101,0.273,9.913
132.353,168.83,-0.562,-0.031,8.002
132.378,168.83,0.115,0.038,6.439
132.398,168.83,-0.445,-0.036,6.676
132.418,168.85,-0.797,-0.4,7.186
132.442,168.84,-0.469,-0.421,7.408
132.467,168.84,0.347,-0.45,7.222
132.615,168.91,-1.07,-1.103,13.015
132.635,168.88,-1.785,-1.364,14.627
132.655,168.83,-1.311,-1.993,13.18
132.679,168.81,0.359,-2.144,10.576
132.704,168.81,0.45,-1.125,10.744
132.724,168.75,-1.438,-0.256,14.077
132.744,168.77,-3.254,-0.837,15.357
132.768,168.75,-3.316,-1.694,12.861
132.793,168.75,-1.491,-2.134,8.985
132.813,168.82,-0.328,-1.359,8.167
132.961,168.9,-0.445,-1.086,7.181
132.981,168.84,0.182,-0.689,7.068
133.005,168.79,0.615,-0.067,7.975
133.025,168.8,0.768,-0.225,8.059
133.049,168.8,0.574,-0.739,7.839
133.069,168.84,0.639,-0.323,9.038
133.089,168.84,0.486,0.091,10.464
133.113,168.87,0.524,-0.012,10.512
133.138,168.87,0.928,-0.258,9.337
133.158,168.76,0.627,0.127,10.44
133.306,168.79,-1.646,0.203,11.407
133.326,168.8,-1.321,-0.397,10.069
133.35,168.75,-1.613,-0.223,11.514
133.37,168.69,-1.306,-0.132,11.498
133.394,168.69,-0.622,0.033,9.851
133.414,168.71,-0.426,0.079,9.258
133.434,168.73,-0.29,0.309,9.035
133.458,168.7,-0.694,0.199,8.837
133.483,168.7,-0.538,-0.055,8.308
133.503,168.75,-0.584,-0.084,8.43
133.65,168.74,-0.012,-0.294,10.526
133.67,168.76,0.376,-0.182,10.851
133.69,168.74,0.653,-0.146,10.512
133.714,168.71,0.022,0.017,11.593
133.739,168.71,-1.017,0.206,13.591
133.759,168.69,-0.964,-0.388,12.89
133.779,168.7,-0.062,-1.048,10.375
133.803,168.71,0.644,-0.687,9.394
133.828,168.71,-0.56,0.325,12.361
133.848,168.7,-2.043,0.38,13.919
133.996,168.74,-0.622,0.306,9.808
134.016,168.79,-0.577,0.206,9.098
134.04,168.81,-0.608,-0.05,8.605
134.06,168.78,-0.634,-0.129,8.59
134.084,168.78,-0.366,-0.139,8.198
134.104,168.81,-0.105,-0.333,7.628
134.124,168.78,0.158,-0.5,7.107
134.148,168.75,0.443,-0.057,7.93
134.173,168.75,0.495,0.345,9.153
134.193,168.79,0.349,0.814,10.691
